category,video_id,video_path,input_frames_path,target_frame_path,template,label,placeholders,resolution
move_object,5280,extracted_videos/20bn-something-something-v2/5280.webm,processed_data_256/frames/move_object/5280_input.npy,processed_data_256/frames/move_object/5280_target.npy,Pulling [something] from right to left,pulling a box from right to left,['a box'],256x256
move_object,75500,extracted_videos/20bn-something-something-v2/75500.webm,processed_data_256/frames/move_object/75500_input.npy,processed_data_256/frames/move_object/75500_target.npy,Pushing [something] from left to right,pushing plug from left to right,['plug'],256x256
move_object,189141,extracted_videos/20bn-something-something-v2/189141.webm,processed_data_256/frames/move_object/189141_input.npy,processed_data_256/frames/move_object/189141_target.npy,Moving [something] and [something] closer to each other,moving photo frame and orange closer to each other,"['photo frame', 'orange']",256x256
move_object,39233,extracted_videos/20bn-something-something-v2/39233.webm,processed_data_256/frames/move_object/39233_input.npy,processed_data_256/frames/move_object/39233_target.npy,Pulling [something] from right to left,pulling a pen from right to left,['a pen'],256x256
move_object,193619,extracted_videos/20bn-something-something-v2/193619.webm,processed_data_256/frames/move_object/193619_input.npy,processed_data_256/frames/move_object/193619_target.npy,Pushing [something] from left to right,pushing a cent from left to right,['a cent'],256x256
move_object,147558,extracted_videos/20bn-something-something-v2/147558.webm,processed_data_256/frames/move_object/147558_input.npy,processed_data_256/frames/move_object/147558_target.npy,Moving [something] and [something] away from each other,moving a water bottle and a cup away from each other,"['a water bottle', 'a cup']",256x256
move_object,215214,extracted_videos/20bn-something-something-v2/215214.webm,processed_data_256/frames/move_object/215214_input.npy,processed_data_256/frames/move_object/215214_target.npy,Moving [something] up,moving strap camera up,['strap camera'],256x256
move_object,98175,extracted_videos/20bn-something-something-v2/98175.webm,processed_data_256/frames/move_object/98175_input.npy,processed_data_256/frames/move_object/98175_target.npy,"Removing [something], revealing [something] behind","removing box, revealing pouch behind","['box', 'pouch']",256x256
move_object,86847,extracted_videos/20bn-something-something-v2/86847.webm,processed_data_256/frames/move_object/86847_input.npy,processed_data_256/frames/move_object/86847_target.npy,Moving [something] away from [something],moving the stick away from the bag,"['the stick', 'the bag']",256x256
move_object,112897,extracted_videos/20bn-something-something-v2/112897.webm,processed_data_256/frames/move_object/112897_input.npy,processed_data_256/frames/move_object/112897_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing bottle so that it almost falls off but doesn't,['bottle'],256x256
move_object,75769,extracted_videos/20bn-something-something-v2/75769.webm,processed_data_256/frames/move_object/75769_input.npy,processed_data_256/frames/move_object/75769_target.npy,Plugging [something] into [something] but pulling it right out as you remove your hand,plugging thread into wall but pulling it right out as you remove your hand,"['thread', 'wall']",256x256
move_object,190396,extracted_videos/20bn-something-something-v2/190396.webm,processed_data_256/frames/move_object/190396_input.npy,processed_data_256/frames/move_object/190396_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing guava so that it almost falls off but doesn't,['guava'],256x256
move_object,99066,extracted_videos/20bn-something-something-v2/99066.webm,processed_data_256/frames/move_object/99066_input.npy,processed_data_256/frames/move_object/99066_target.npy,Moving [something] across a surface without it falling down,moving box across a surface without it falling down,['box'],256x256
move_object,163922,extracted_videos/20bn-something-something-v2/163922.webm,processed_data_256/frames/move_object/163922_input.npy,processed_data_256/frames/move_object/163922_target.npy,Pushing [something] so that it slightly moves,pushing scissors so that it slightly moves,['scissors'],256x256
move_object,189865,extracted_videos/20bn-something-something-v2/189865.webm,processed_data_256/frames/move_object/189865_input.npy,processed_data_256/frames/move_object/189865_target.npy,Pushing [something] from right to left,pushing cap from right to left,['cap'],256x256
move_object,147143,extracted_videos/20bn-something-something-v2/147143.webm,processed_data_256/frames/move_object/147143_input.npy,processed_data_256/frames/move_object/147143_target.npy,Pushing [something] so that it slightly moves,pushing comb so that it slightly moves,['comb'],256x256
move_object,3294,extracted_videos/20bn-something-something-v2/3294.webm,processed_data_256/frames/move_object/3294_input.npy,processed_data_256/frames/move_object/3294_target.npy,Moving [something] up,moving adapter up,['adapter'],256x256
move_object,180960,extracted_videos/20bn-something-something-v2/180960.webm,processed_data_256/frames/move_object/180960_input.npy,processed_data_256/frames/move_object/180960_target.npy,Pushing [something] from right to left,pushing hair clip from right to left,['hair clip'],256x256
move_object,171686,extracted_videos/20bn-something-something-v2/171686.webm,processed_data_256/frames/move_object/171686_input.npy,processed_data_256/frames/move_object/171686_target.npy,Pushing [something] so that it falls off the table,pushing a shoe so that it falls off the table,['a shoe'],256x256
move_object,15098,extracted_videos/20bn-something-something-v2/15098.webm,processed_data_256/frames/move_object/15098_input.npy,processed_data_256/frames/move_object/15098_target.npy,Plugging [something] into [something] but pulling it right out as you remove your hand,plugging usb cable into usb port but pulling it right out as you remove your hand,"['usb cable', 'usb port']",256x256
move_object,10546,extracted_videos/20bn-something-something-v2/10546.webm,processed_data_256/frames/move_object/10546_input.npy,processed_data_256/frames/move_object/10546_target.npy,Moving [part] of [something],moving ring of wooden keyring,"['ring', 'wooden keyring']",256x256
move_object,45565,extracted_videos/20bn-something-something-v2/45565.webm,processed_data_256/frames/move_object/45565_input.npy,processed_data_256/frames/move_object/45565_target.npy,Pushing [something] off of [something],pushing wallet off of paper,"['wallet', 'paper']",256x256
move_object,179925,extracted_videos/20bn-something-something-v2/179925.webm,processed_data_256/frames/move_object/179925_input.npy,processed_data_256/frames/move_object/179925_target.npy,Pulling [something] from right to left,pulling necklace from right to left,['necklace'],256x256
move_object,98824,extracted_videos/20bn-something-something-v2/98824.webm,processed_data_256/frames/move_object/98824_input.npy,processed_data_256/frames/move_object/98824_target.npy,Pushing [something] from left to right,pushing hairspray from left to right,['hairspray'],256x256
move_object,29071,extracted_videos/20bn-something-something-v2/29071.webm,processed_data_256/frames/move_object/29071_input.npy,processed_data_256/frames/move_object/29071_target.npy,Moving [something] up,moving adapter up,['adapter'],256x256
move_object,149195,extracted_videos/20bn-something-something-v2/149195.webm,processed_data_256/frames/move_object/149195_input.npy,processed_data_256/frames/move_object/149195_target.npy,Pushing [something] from left to right,pushing black plastic part from left to right,['black plastic part'],256x256
move_object,68438,extracted_videos/20bn-something-something-v2/68438.webm,processed_data_256/frames/move_object/68438_input.npy,processed_data_256/frames/move_object/68438_target.npy,Moving [something] up,moving marker up,['marker'],256x256
move_object,177906,extracted_videos/20bn-something-something-v2/177906.webm,processed_data_256/frames/move_object/177906_input.npy,processed_data_256/frames/move_object/177906_target.npy,Moving [something] and [something] away from each other,moving knife and pills away from each other,"['knife', 'pills']",256x256
move_object,44966,extracted_videos/20bn-something-something-v2/44966.webm,processed_data_256/frames/move_object/44966_input.npy,processed_data_256/frames/move_object/44966_target.npy,Moving [something] away from [something],moving a pair of scissors away from the pen,"['a pair of scissors', 'the pen']",256x256
move_object,74035,extracted_videos/20bn-something-something-v2/74035.webm,processed_data_256/frames/move_object/74035_input.npy,processed_data_256/frames/move_object/74035_target.npy,Pushing [something] from left to right,pushing mobile from left to right,['mobile'],256x256
move_object,217954,extracted_videos/20bn-something-something-v2/217954.webm,processed_data_256/frames/move_object/217954_input.npy,processed_data_256/frames/move_object/217954_target.npy,Pushing [something] so that it falls off the table,pushing screwdriver so that it falls off the table,['screwdriver'],256x256
move_object,110082,extracted_videos/20bn-something-something-v2/110082.webm,processed_data_256/frames/move_object/110082_input.npy,processed_data_256/frames/move_object/110082_target.npy,Moving [something] down,moving videogame down,['videogame'],256x256
move_object,7842,extracted_videos/20bn-something-something-v2/7842.webm,processed_data_256/frames/move_object/7842_input.npy,processed_data_256/frames/move_object/7842_target.npy,Moving [something] across a surface until it falls down,moving arrow across a surface until it falls down,['arrow'],256x256
move_object,73454,extracted_videos/20bn-something-something-v2/73454.webm,processed_data_256/frames/move_object/73454_input.npy,processed_data_256/frames/move_object/73454_target.npy,Moving [something] away from [something],moving speaker away from speaker,"['speaker', 'speaker']",256x256
move_object,116924,extracted_videos/20bn-something-something-v2/116924.webm,processed_data_256/frames/move_object/116924_input.npy,processed_data_256/frames/move_object/116924_target.npy,Moving [something] and [something] closer to each other,moving a ball and matchbox closer to each other,"['a ball', 'matchbox']",256x256
move_object,74131,extracted_videos/20bn-something-something-v2/74131.webm,processed_data_256/frames/move_object/74131_input.npy,processed_data_256/frames/move_object/74131_target.npy,Moving [something] closer to [something],moving battery closer to batttery,"['battery', 'batttery']",256x256
move_object,99932,extracted_videos/20bn-something-something-v2/99932.webm,processed_data_256/frames/move_object/99932_input.npy,processed_data_256/frames/move_object/99932_target.npy,Moving [something] and [something] closer to each other,moving pen and book closer to each other,"['pen', 'book']",256x256
move_object,112060,extracted_videos/20bn-something-something-v2/112060.webm,processed_data_256/frames/move_object/112060_input.npy,processed_data_256/frames/move_object/112060_target.npy,Pushing [something] from left to right,pushing flash from left to right,['flash'],256x256
move_object,89453,extracted_videos/20bn-something-something-v2/89453.webm,processed_data_256/frames/move_object/89453_input.npy,processed_data_256/frames/move_object/89453_target.npy,Moving [something] across a surface until it falls down,moving mobile across a surface until it falls down,['mobile'],256x256
move_object,120889,extracted_videos/20bn-something-something-v2/120889.webm,processed_data_256/frames/move_object/120889_input.npy,processed_data_256/frames/move_object/120889_target.npy,Moving [something] across a surface without it falling down,moving box across a surface without it falling down,['box'],256x256
move_object,47754,extracted_videos/20bn-something-something-v2/47754.webm,processed_data_256/frames/move_object/47754_input.npy,processed_data_256/frames/move_object/47754_target.npy,Pushing [something] with [something],pushing sunglasses with pen,"['sunglasses', 'pen']",256x256
move_object,113392,extracted_videos/20bn-something-something-v2/113392.webm,processed_data_256/frames/move_object/113392_input.npy,processed_data_256/frames/move_object/113392_target.npy,Pushing [something] from right to left,pushing tissue box from right to left,['tissue box'],256x256
move_object,171523,extracted_videos/20bn-something-something-v2/171523.webm,processed_data_256/frames/move_object/171523_input.npy,processed_data_256/frames/move_object/171523_target.npy,Pushing [something] with [something],pushing glasses with wallet,"['glasses', 'wallet']",256x256
move_object,8531,extracted_videos/20bn-something-something-v2/8531.webm,processed_data_256/frames/move_object/8531_input.npy,processed_data_256/frames/move_object/8531_target.npy,Moving [something] down,moving wireless mouse down,['wireless mouse'],256x256
move_object,25235,extracted_videos/20bn-something-something-v2/25235.webm,processed_data_256/frames/move_object/25235_input.npy,processed_data_256/frames/move_object/25235_target.npy,Touching (without moving) [part] of [something],touching (without moving) surface of mouse,"['surface', 'mouse']",256x256
move_object,155514,extracted_videos/20bn-something-something-v2/155514.webm,processed_data_256/frames/move_object/155514_input.npy,processed_data_256/frames/move_object/155514_target.npy,Pushing [something] from right to left,pushing taskpane from right to left,['taskpane'],256x256
move_object,152309,extracted_videos/20bn-something-something-v2/152309.webm,processed_data_256/frames/move_object/152309_input.npy,processed_data_256/frames/move_object/152309_target.npy,Pushing [something] from left to right,pushing router from left to right,['router'],256x256
move_object,87490,extracted_videos/20bn-something-something-v2/87490.webm,processed_data_256/frames/move_object/87490_input.npy,processed_data_256/frames/move_object/87490_target.npy,Moving [something] up,moving remote control up,['remote control'],256x256
move_object,7989,extracted_videos/20bn-something-something-v2/7989.webm,processed_data_256/frames/move_object/7989_input.npy,processed_data_256/frames/move_object/7989_target.npy,Pushing [something] so it spins,pushing container so it spins,['container'],256x256
move_object,192151,extracted_videos/20bn-something-something-v2/192151.webm,processed_data_256/frames/move_object/192151_input.npy,processed_data_256/frames/move_object/192151_target.npy,Moving [something] and [something] closer to each other,moving antiseptic and gas lighter closer to each other,"['antiseptic', 'gas lighter']",256x256
move_object,131379,extracted_videos/20bn-something-something-v2/131379.webm,processed_data_256/frames/move_object/131379_input.npy,processed_data_256/frames/move_object/131379_target.npy,Moving [something] closer to [something],moving mobile closer to puncher,"['mobile', 'puncher']",256x256
move_object,172581,extracted_videos/20bn-something-something-v2/172581.webm,processed_data_256/frames/move_object/172581_input.npy,processed_data_256/frames/move_object/172581_target.npy,Moving [something] and [something] closer to each other,moving knife and hammer closer to each other,"['knife', 'hammer']",256x256
move_object,22080,extracted_videos/20bn-something-something-v2/22080.webm,processed_data_256/frames/move_object/22080_input.npy,processed_data_256/frames/move_object/22080_target.npy,Moving [something] and [something] closer to each other,moving music player and belt closer to each other,"['music player', 'belt']",256x256
move_object,112257,extracted_videos/20bn-something-something-v2/112257.webm,processed_data_256/frames/move_object/112257_input.npy,processed_data_256/frames/move_object/112257_target.npy,Moving [something] down,moving a plastic container down,['a plastic container'],256x256
move_object,119914,extracted_videos/20bn-something-something-v2/119914.webm,processed_data_256/frames/move_object/119914_input.npy,processed_data_256/frames/move_object/119914_target.npy,Moving [something] across a surface until it falls down,moving a sponge pad across a surface until it falls down,['a sponge pad'],256x256
move_object,14985,extracted_videos/20bn-something-something-v2/14985.webm,processed_data_256/frames/move_object/14985_input.npy,processed_data_256/frames/move_object/14985_target.npy,Pulling [something] from left to right,pulling a toy from left to right,['a toy'],256x256
move_object,69982,extracted_videos/20bn-something-something-v2/69982.webm,processed_data_256/frames/move_object/69982_input.npy,processed_data_256/frames/move_object/69982_target.npy,Moving [part] of [something],moving pedal of cycle,"['pedal', 'cycle']",256x256
move_object,170486,extracted_videos/20bn-something-something-v2/170486.webm,processed_data_256/frames/move_object/170486_input.npy,processed_data_256/frames/move_object/170486_target.npy,Moving [something] and [something] so they pass each other,moving cup and cup so they pass each other,"['cup', 'cup']",256x256
move_object,89265,extracted_videos/20bn-something-something-v2/89265.webm,processed_data_256/frames/move_object/89265_input.npy,processed_data_256/frames/move_object/89265_target.npy,Pushing [something] from left to right,pushing mobile from left to right,['mobile'],256x256
move_object,162241,extracted_videos/20bn-something-something-v2/162241.webm,processed_data_256/frames/move_object/162241_input.npy,processed_data_256/frames/move_object/162241_target.npy,Moving [something] down,moving facepack down,['facepack'],256x256
move_object,125328,extracted_videos/20bn-something-something-v2/125328.webm,processed_data_256/frames/move_object/125328_input.npy,processed_data_256/frames/move_object/125328_target.npy,"Removing [something], revealing [something] behind","removing tissue holder, revealing salt box behind","['tissue holder', 'salt box']",256x256
move_object,47260,extracted_videos/20bn-something-something-v2/47260.webm,processed_data_256/frames/move_object/47260_input.npy,processed_data_256/frames/move_object/47260_target.npy,Moving [something] down,moving doll down,['doll'],256x256
move_object,198040,extracted_videos/20bn-something-something-v2/198040.webm,processed_data_256/frames/move_object/198040_input.npy,processed_data_256/frames/move_object/198040_target.npy,Moving [something] away from [something],moving a toothbrush away from a spool of thread,"['a toothbrush', 'a spool of thread']",256x256
move_object,12081,extracted_videos/20bn-something-something-v2/12081.webm,processed_data_256/frames/move_object/12081_input.npy,processed_data_256/frames/move_object/12081_target.npy,Moving [something] across a surface until it falls down,moving pen across a surface until it falls down,['pen'],256x256
move_object,216888,extracted_videos/20bn-something-something-v2/216888.webm,processed_data_256/frames/move_object/216888_input.npy,processed_data_256/frames/move_object/216888_target.npy,Touching (without moving) [part] of [something],touching (without moving) regulator of gas cylinder,"['regulator', 'gas cylinder']",256x256
move_object,108328,extracted_videos/20bn-something-something-v2/108328.webm,processed_data_256/frames/move_object/108328_input.npy,processed_data_256/frames/move_object/108328_target.npy,Moving [something] down,moving a spinner down,['a spinner'],256x256
move_object,88376,extracted_videos/20bn-something-something-v2/88376.webm,processed_data_256/frames/move_object/88376_input.npy,processed_data_256/frames/move_object/88376_target.npy,Moving [something] away from [something],moving pencil away from bowl,"['pencil', 'bowl']",256x256
move_object,50701,extracted_videos/20bn-something-something-v2/50701.webm,processed_data_256/frames/move_object/50701_input.npy,processed_data_256/frames/move_object/50701_target.npy,Pushing [something] from right to left,pushing key from right to left,['key'],256x256
move_object,144145,extracted_videos/20bn-something-something-v2/144145.webm,processed_data_256/frames/move_object/144145_input.npy,processed_data_256/frames/move_object/144145_target.npy,Moving [something] down,moving key down,['key'],256x256
move_object,9764,extracted_videos/20bn-something-something-v2/9764.webm,processed_data_256/frames/move_object/9764_input.npy,processed_data_256/frames/move_object/9764_target.npy,Pushing [something] from left to right,pushing a stapler from left to right,['a stapler'],256x256
move_object,104753,extracted_videos/20bn-something-something-v2/104753.webm,processed_data_256/frames/move_object/104753_input.npy,processed_data_256/frames/move_object/104753_target.npy,Pushing [something] from right to left,pushing key from right to left,['key'],256x256
move_object,84935,extracted_videos/20bn-something-something-v2/84935.webm,processed_data_256/frames/move_object/84935_input.npy,processed_data_256/frames/move_object/84935_target.npy,Moving [something] up,moving toothpaste up,['toothpaste'],256x256
move_object,65182,extracted_videos/20bn-something-something-v2/65182.webm,processed_data_256/frames/move_object/65182_input.npy,processed_data_256/frames/move_object/65182_target.npy,Pulling [something] from left to right,pulling color pencils from left to right,['color pencils'],256x256
move_object,60157,extracted_videos/20bn-something-something-v2/60157.webm,processed_data_256/frames/move_object/60157_input.npy,processed_data_256/frames/move_object/60157_target.npy,Pulling two ends of [something] so that it separates into two pieces,pulling two ends of chilli so that it separates into two pieces,['chilli'],256x256
move_object,49738,extracted_videos/20bn-something-something-v2/49738.webm,processed_data_256/frames/move_object/49738_input.npy,processed_data_256/frames/move_object/49738_target.npy,Pulling [something] from left to right,pulling plastic chair from left to right,['plastic chair'],256x256
move_object,149421,extracted_videos/20bn-something-something-v2/149421.webm,processed_data_256/frames/move_object/149421_input.npy,processed_data_256/frames/move_object/149421_target.npy,Pushing [something] from left to right,pushing dreidel from left to right,['dreidel'],256x256
move_object,10542,extracted_videos/20bn-something-something-v2/10542.webm,processed_data_256/frames/move_object/10542_input.npy,processed_data_256/frames/move_object/10542_target.npy,Moving [something] away from the camera,moving watch away from the camera,['watch'],256x256
move_object,188973,extracted_videos/20bn-something-something-v2/188973.webm,processed_data_256/frames/move_object/188973_input.npy,processed_data_256/frames/move_object/188973_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing thread so that it almost falls off but doesn't,['thread'],256x256
move_object,207662,extracted_videos/20bn-something-something-v2/207662.webm,processed_data_256/frames/move_object/207662_input.npy,processed_data_256/frames/move_object/207662_target.npy,Moving [something] down,moving spidol down,['spidol'],256x256
move_object,52819,extracted_videos/20bn-something-something-v2/52819.webm,processed_data_256/frames/move_object/52819_input.npy,processed_data_256/frames/move_object/52819_target.npy,Pulling [something] from left to right,pulling a pressed powder from left to right,['a pressed powder'],256x256
move_object,67042,extracted_videos/20bn-something-something-v2/67042.webm,processed_data_256/frames/move_object/67042_input.npy,processed_data_256/frames/move_object/67042_target.npy,Pulling two ends of [something] so that it separates into two pieces,pulling two ends of marker pen so that it separates into two pieces,['marker pen'],256x256
move_object,3235,extracted_videos/20bn-something-something-v2/3235.webm,processed_data_256/frames/move_object/3235_input.npy,processed_data_256/frames/move_object/3235_target.npy,Moving [something] and [something] away from each other,moving cup and phone away from each other,"['cup', 'phone']",256x256
move_object,87465,extracted_videos/20bn-something-something-v2/87465.webm,processed_data_256/frames/move_object/87465_input.npy,processed_data_256/frames/move_object/87465_target.npy,Moving [something] closer to [something],moving watch closer to calculator,"['watch', 'calculator']",256x256
move_object,52503,extracted_videos/20bn-something-something-v2/52503.webm,processed_data_256/frames/move_object/52503_input.npy,processed_data_256/frames/move_object/52503_target.npy,Moving [something] closer to [something],moving hair pin closer to face powder,"['hair pin', 'face powder']",256x256
move_object,64911,extracted_videos/20bn-something-something-v2/64911.webm,processed_data_256/frames/move_object/64911_input.npy,processed_data_256/frames/move_object/64911_target.npy,Moving [something] up,moving matchbox up,['matchbox'],256x256
move_object,135743,extracted_videos/20bn-something-something-v2/135743.webm,processed_data_256/frames/move_object/135743_input.npy,processed_data_256/frames/move_object/135743_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing a notebook so that it almost falls off but doesn't,['a notebook'],256x256
move_object,66825,extracted_videos/20bn-something-something-v2/66825.webm,processed_data_256/frames/move_object/66825_input.npy,processed_data_256/frames/move_object/66825_target.npy,Pushing [something] from right to left,pushing paper from right to left,['paper'],256x256
