nohup: ignoring input
/home/zhangzhikui/enter/envs/dl/lib/python3.10/site-packages/torch/cuda/__init__.py:827: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
`torch_dtype` is deprecated! Use `dtype` instead!
⚠️  无法导入cldm: No module named 'cldm'
============================================================
🎯 ControlNet 1.1 多任务分别训练（动态条件缩放）
📊 任务: 前20帧 → 预测第25帧
============================================================

==================================================
🚀 开始训练任务: 移动物体 (move_object)
==================================================
任务配置:
  learning_rate: 0.0001 🎯
  min_learning_rate: 1e-06
  weight_decay: 0.01 🎯
  num_epochs: 50 🎯
  batch_size: 2
  save_interval: 10
  gradient_accumulation_steps: 4
  lr_scheduler: cosine
  lr_step_size: 20
  lr_gamma: 0.5
  warmup_steps: 500
  grad_clip: 1.0
  conditioning_strategy: adaptive 🎯
  initial_conditioning_scale: 0.2 🎯
  final_conditioning_scale: 1.0 🎯
  adaptive_threshold: 0.15
  scale_step: 0.05
  gtad_clip: 0.5 🎯
  output_dir: training_results_move_object
  task_name: move_object

📊 加载 移动物体 数据...
   筛选任务 'move_object': 2014/6000 个样本
✅ 加载数据集 (move_object): 2014 个样本
   帧设置: 输入前20帧 → 预测第25帧（跳过4帧）
   move_object: 2014 个样本
   筛选任务 'move_object': 236/750 个样本
✅ 加载数据集 (move_object): 236 个样本
   帧设置: 输入前20帧 → 预测第25帧（跳过4帧）
   move_object: 236 个样本
   筛选任务 'move_object': 250/750 个样本
✅ 加载数据集 (move_object): 250 个样本
   帧设置: 输入前20帧 → 预测第25帧（跳过4帧）
   move_object: 250 个样本
✅ 创建任务 'move_object' 数据加载器完成
   训练集: 2014 个样本, 1007 个批次
   验证集: 236 个样本, 118 个批次
   测试集: 250 个样本, 125 个批次
   批次大小: 2
✅ 数据加载成功
   训练集: 2014 样本
   验证集: 236 样本
   测试集: 250 样本 - 保留用于最终评估
🚀 使用设备: cuda
🎯 任务: move_object - 前20帧 → 预测第25帧
🎯 动态条件缩放策略: adaptive
   初始缩放: 0.2 → 最终缩放: 1.0
📦 初始化模型（内存优化版）...
✅ 使用diffusers ControlNet
初始化增强时序特征提取器...
✅ 模型初始化完成
   ControlNet参数: 361,279,120 可训练 / 361,279,120 总计
✅ 优化器设置完成
🚀 开始训练循环...
📊 仅使用训练集和验证集，测试集保留用于最终评估

=== Epoch 1/50 ===
/data/zhangzhikui/githubbase/DL/FinalProject/train.py:420: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  Epoch 1, Batch 310, Loss: 0.2264, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 320, Loss: 0.1392, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 330, Loss: 0.0115, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 340, Loss: 0.1648, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 350, Loss: 0.2174, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 360, Loss: 0.0670, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 370, Loss: 0.0265, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 380, Loss: 0.0540, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 390, Loss: 0.0198, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 400, Loss: 0.2058, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 410, Loss: 0.0110, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 420, Loss: 0.1519, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 430, Loss: 0.0621, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 440, Loss: 0.1761, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 450, Loss: 0.1630, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 460, Loss: 0.1118, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 470, Loss: 0.0544, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 480, Loss: 0.3266, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 490, Loss: 0.3563, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 500, Loss: 0.0392, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 510, Loss: 0.3121, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 520, Loss: 0.1478, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 530, Loss: 0.1090, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 540, Loss: 0.0114, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 550, Loss: 0.1828, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 560, Loss: 0.0373, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 570, Loss: 0.0203, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 580, Loss: 0.3622, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 590, Loss: 0.3848, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 600, Loss: 0.3609, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 610, Loss: 0.2405, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 620, Loss: 0.2373, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 630, Loss: 0.1322, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 640, Loss: 0.1224, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 650, Loss: 0.0927, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 660, Loss: 0.1820, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 670, Loss: 0.0079, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 680, Loss: 0.4532, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 690, Loss: 0.3369, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 700, Loss: 0.1638, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 710, Loss: 0.0351, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 720, Loss: 0.0313, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 730, Loss: 0.5128, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 740, Loss: 0.1601, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 750, Loss: 0.2427, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 760, Loss: 0.2112, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 770, Loss: 0.0365, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 780, Loss: 0.0250, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 790, Loss: 0.2184, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 800, Loss: 0.0111, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 810, Loss: 0.1587, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 820, Loss: 0.0561, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 830, Loss: 0.0349, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 840, Loss: 0.0786, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 850, Loss: 0.5263, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 860, Loss: 0.3037, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 870, Loss: 0.1122, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 880, Loss: 0.1430, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 890, Loss: 0.0586, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 900, Loss: 0.0083, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 910, Loss: 0.0610, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 920, Loss: 0.0250, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 930, Loss: 0.2246, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 940, Loss: 0.3221, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 950, Loss: 0.1579, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 960, Loss: 0.1145, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 970, Loss: 0.1459, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 980, Loss: 0.1772, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 990, Loss: 0.1937, LR: 1.00e-04, Scale: 0.200
  Epoch 1, Batch 1000, Loss: 0.4574, LR: 1.00e-04, Scale: 0.200
/data/zhangzhikui/githubbase/DL/FinalProject/train.py:574: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=self.device.type == 'cuda'):
✅ Epoch 1 完成
   训练损失: 0.1915
   验证损失: 0.2052
   条件缩放: 0.200
💾 保存检查点: training_results_move_object/controlnet_move_object_best.pth
💾 保存最佳模型，验证损失: 0.2052

=== Epoch 2/50 ===
  Epoch 2, Batch 0, Loss: 0.0678, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 10, Loss: 0.4052, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 20, Loss: 0.2277, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 30, Loss: 0.1567, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 40, Loss: 0.3493, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 50, Loss: 0.0488, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 60, Loss: 0.2774, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 70, Loss: 0.2259, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 80, Loss: 0.2841, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 90, Loss: 0.2283, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 100, Loss: 0.4479, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 110, Loss: 0.1296, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 120, Loss: 0.1381, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 130, Loss: 0.2155, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 140, Loss: 0.0383, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 150, Loss: 0.2438, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 160, Loss: 0.3751, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 170, Loss: 0.3894, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 180, Loss: 0.0191, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 190, Loss: 0.0699, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 200, Loss: 0.0426, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 210, Loss: 0.0096, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 220, Loss: 0.0239, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 230, Loss: 0.1310, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 240, Loss: 0.1757, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 250, Loss: 0.0269, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 260, Loss: 0.0842, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 270, Loss: 0.5714, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 280, Loss: 0.0446, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 290, Loss: 0.3505, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 300, Loss: 0.1633, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 310, Loss: 0.1119, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 320, Loss: 0.4933, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 330, Loss: 0.1223, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 340, Loss: 0.2322, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 350, Loss: 0.6788, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 360, Loss: 0.1573, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 370, Loss: 0.0266, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 380, Loss: 0.0479, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 390, Loss: 0.3132, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 400, Loss: 0.5331, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 410, Loss: 0.1876, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 420, Loss: 0.2113, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 430, Loss: 0.1866, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 440, Loss: 0.4764, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 450, Loss: 0.3601, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 460, Loss: 0.0806, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 470, Loss: 0.2739, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 480, Loss: 0.2078, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 490, Loss: 0.0325, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 500, Loss: 0.0409, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 510, Loss: 0.0272, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 520, Loss: 0.1040, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 530, Loss: 0.3522, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 540, Loss: 0.0081, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 550, Loss: 0.6966, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 560, Loss: 0.1829, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 570, Loss: 0.1287, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 580, Loss: 0.2120, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 590, Loss: 0.1496, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 600, Loss: 0.1586, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 610, Loss: 0.0273, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 620, Loss: 0.0443, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 630, Loss: 0.1253, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 640, Loss: 0.3639, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 650, Loss: 0.0138, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 660, Loss: 0.0206, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 670, Loss: 0.1727, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 680, Loss: 0.4844, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 690, Loss: 0.2881, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 700, Loss: 0.1376, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 710, Loss: 0.0355, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 720, Loss: 0.1451, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 730, Loss: 0.0618, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 740, Loss: 0.1538, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 750, Loss: 0.3332, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 760, Loss: 0.3393, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 770, Loss: 0.0850, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 780, Loss: 0.3935, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 790, Loss: 0.1385, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 800, Loss: 0.0731, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 810, Loss: 0.1701, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 820, Loss: 0.0220, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 830, Loss: 0.4536, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 840, Loss: 0.1140, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 850, Loss: 0.1812, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 860, Loss: 0.0251, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 870, Loss: 0.0830, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 880, Loss: 0.4594, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 890, Loss: 0.1971, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 900, Loss: 0.1966, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 910, Loss: 0.1977, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 920, Loss: 0.1469, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 930, Loss: 0.1963, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 940, Loss: 0.1643, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 950, Loss: 0.1268, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 960, Loss: 0.0631, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 970, Loss: 0.2929, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 980, Loss: 0.0223, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 990, Loss: 0.0346, LR: 9.99e-05, Scale: 0.200
  Epoch 2, Batch 1000, Loss: 0.0718, LR: 9.99e-05, Scale: 0.200
✅ Epoch 2 完成
   训练损失: 0.1925
   验证损失: 0.1858
   条件缩放: 0.200
💾 保存检查点: training_results_move_object/controlnet_move_object_best.pth
💾 保存最佳模型，验证损失: 0.1858

=== Epoch 3/50 ===
  Epoch 3, Batch 0, Loss: 0.3492, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 10, Loss: 0.0091, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 20, Loss: 0.2155, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 30, Loss: 0.4218, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 40, Loss: 0.3674, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 50, Loss: 0.4454, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 60, Loss: 0.1324, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 70, Loss: 0.0438, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 80, Loss: 0.1218, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 90, Loss: 0.0058, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 100, Loss: 0.0540, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 110, Loss: 0.2960, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 120, Loss: 0.1303, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 130, Loss: 0.0495, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 140, Loss: 0.2164, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 150, Loss: 0.1526, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 160, Loss: 0.3262, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 170, Loss: 0.2775, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 180, Loss: 0.2656, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 190, Loss: 0.2650, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 200, Loss: 0.2362, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 210, Loss: 0.0128, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 220, Loss: 0.2315, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 230, Loss: 0.1502, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 240, Loss: 0.3480, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 250, Loss: 0.0051, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 260, Loss: 0.6594, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 270, Loss: 0.4660, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 280, Loss: 0.2324, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 290, Loss: 0.3914, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 300, Loss: 0.0448, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 310, Loss: 0.2684, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 320, Loss: 0.2626, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 330, Loss: 0.0752, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 340, Loss: 0.0617, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 350, Loss: 0.2135, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 360, Loss: 0.4002, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 370, Loss: 0.2376, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 380, Loss: 0.0479, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 390, Loss: 0.2563, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 400, Loss: 0.2219, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 410, Loss: 0.1808, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 420, Loss: 0.1592, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 430, Loss: 0.1045, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 440, Loss: 0.1692, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 450, Loss: 0.1618, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 460, Loss: 0.1450, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 470, Loss: 0.1728, LR: 9.96e-05, Scale: 0.200
  Epoch 3, Batch 480, Loss: 0.0163, LR: 9.96e-05, Scale: 0.200
